"id","condition","block","display","loop","outcome","imagination","lr","vividness","rating","confidence","duration","gender","age","race","hispanic","education","display","feedback","CheckQ1","CheckQ1Again","CheckQ2","CheckQ2Again","CheckQ3","CheckQ3Again"
"R_2Vm6LN6zkzpklQi","goalie",1,"up",11,"M","What If?","left","83.662","97.324","100","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",1,"up",12,"M","Cause","left","76.901","89.859","91.69","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",1,"S","Remember","right","75.915","100","99.859","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",2,"S","What If?","right","85.915","0.563","99.296","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",3,"S","Cause","right","84.789","88.873","97.606","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",4,"M","Remember","right","88.592","2.254","99.014","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",5,"M","What If?","right","92.817","99.296","99.437","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",6,"M","Cause","right","88.592","93.944","96.761","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",7,"S","Remember","right","88.31","96.479","99.577","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",8,"S","What If?","left","88.169","1.408","97.887","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",9,"S","Cause","right","81.549","90.986","100","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",10,"M","Remember","right","86.761","0.141","100","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",11,"M","What If?","left","90.563","98.732","98.592","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",2,"up",12,"M","Cause","right","90.845","95.915","96.056","1774","Male","48","White/Caucasian","No","Some college","up","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",1,"S","Remember","right","94.507","99.155","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",2,"S","What If?","left","77.746","1.268","99.859","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",3,"S","Cause","right","66.056","95.211","98.451","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",4,"M","Remember","left","99.296","0.141","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",5,"M","What If?","left","88.451","100","99.014","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",6,"M","Cause","left","84.93","96.761","98.169","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",7,"S","Remember","right","93.099","100","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",8,"S","What If?","right","80.282","0.563","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",9,"S","Cause","right","70.704","93.239","98.592","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",10,"M","Remember","right","86.62","2.113","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",11,"M","What If?","right","90.282","100","99.577","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",3,"down",12,"M","Cause","right","79.718","96.62","99.859","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",1,"S","Remember","left","69.718","100","99.296","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",2,"S","What If?","left","75.493","2.394","98.028","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",3,"S","Cause","left","74.225","99.437","99.014","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",4,"M","Remember","right","80.704","0","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",5,"M","What If?","right","83.239","98.028","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",6,"M","Cause","left","83.944","99.155","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",7,"S","Remember","left","77.465","100","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",8,"S","What If?","left","76.62","0.141","99.014","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",9,"S","Cause","left","82.113","97.746","98.451","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",10,"M","Remember","left","77.887","0.423","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",11,"M","What If?","right","85.634","100","100","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2Vm6LN6zkzpklQi","goalie",4,"down",12,"M","Cause","right","79.155","100","99.718","1774","Male","48","White/Caucasian","No","Some college","down","none","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",1,"S","Remember","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",2,"S","What If?","right","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",3,"S","Cause","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",4,"M","Remember","left","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",5,"M","What If?","right","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",6,"M","Cause","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",7,"S","Remember","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",8,"S","What If?","left","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",9,"S","Cause","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",10,"M","Remember","right","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",11,"M","What If?","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",1,"up",12,"M","Cause","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",1,"S","Remember","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",2,"S","What If?","left","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",3,"S","Cause","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",4,"M","Remember","right","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",5,"M","What If?","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",6,"M","Cause","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",7,"S","Remember","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",8,"S","What If?","left","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",9,"S","Cause","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",10,"M","Remember","right","100","0","0","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",11,"M","What If?","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",2,"up",12,"M","Cause","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",1,"S","Remember","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",2,"S","What If?","left","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",3,"S","Cause","left","100","100","99.859","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",4,"M","Remember","left","100","0","100","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",5,"M","What If?","right","100","100","49.859","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",6,"M","Cause","left","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",7,"S","Remember","right","100","100","100","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_3IRUWCWDxbVN7jO","ball",3,"down",8,"S","What If?","left","100","0","50","2458","Male","37","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
